ds,yhat,yhat_lower,yhat_upper
2021-03-04,14.801730315511056,-8.150685388792327,37.461788973944856
2021-03-05,15.377025034382665,-6.83341603179859,37.899167664737575
2021-03-06,19.10245535351305,-4.447669176814124,40.800904247067585
2021-03-07,16.057806464835352,-5.862840285023559,37.73700567993374
2021-03-08,16.09410711738347,-7.8160928764628474,39.39396932284635
2021-03-09,15.598119926399502,-8.290127511529382,37.847785428242794
2021-03-10,14.797231207250025,-9.816983640704557,38.65907376441292
2021-03-11,13.952122650319138,-10.336097771161826,37.39923116804805
2021-03-12,14.482058126672014,-10.958461465544577,38.39214427810621
2021-03-13,18.039288559919775,-3.763090564769429,40.487506687053
2021-03-14,15.105426015334945,-8.197461452150081,37.66301301556857
2021-03-15,15.132391264979544,-8.443640863991167,38.05067069243639
2021-03-16,14.653402591467193,-9.318324854403805,36.2317119861756
2021-03-17,13.886453603804611,-8.009727240424482,37.50525870566773
2021-03-18,13.08117648548874,-10.595465149485529,37.13544740868362
2021-03-19,13.596872255970293,-10.300473621005105,36.90283036837949
2021-03-20,17.0145317904615,-4.008105589587387,40.62095351521728
2021-03-21,14.217235176581845,-7.870750725287572,37.117414705425304
2021-03-22,14.257530027985876,-8.210563453231462,37.58918490189167
2021-03-23,13.814919441502933,-10.431698208437643,36.89753761704141
2021-03-24,13.097926094647415,-8.695977469945595,37.417025709586056
2021-03-25,12.345143191253108,-10.169301161990957,33.94311860576856
2021-03-26,12.856002354782916,-9.450693124995222,36.11384536576037
2021-03-27,16.140403288306345,-6.737807749066261,40.79698061015109
2021-03-28,13.483129496086574,-10.2025432981129,34.94280490449692
2021-03-29,13.537647354686634,-10.091755161270408,35.420979628429855
2021-03-30,13.13008245694013,-9.734904575562345,35.874146020706974
2021-03-31,12.459858759756528,-10.89033447286197,35.460937410111335
2021-04-01,11.754925831125394,-11.732021732345839,34.91372589227518
2021-04-02,12.255253097006852,-11.562875776587594,37.14569757802162
2021-04-03,15.400057238937082,-7.800533191047349,40.464643600183486
2021-04-04,12.876223982727353,-10.701111940224983,34.66462104655697
2021-04-05,12.93851843044852,-9.885693883817995,37.52287156751406
2021-04-06,12.56004125611399,-11.565881277853284,35.63994277072695
2021-04-07,11.931435454850115,-12.418301659035537,36.042812691496934
2021-04-08,11.270283616615655,-14.041853684832715,35.68869023033038
2021-04-09,11.75732347932083,-10.916433914903575,33.27046130600447
2021-04-10,14.761269264388346,-6.038142724541489,38.51269146858741
2021-04-11,12.37123697138573,-10.140217154656378,35.72256139205781
2021-04-12,12.443364612414447,-9.949824957538292,35.81069846605962
2021-04-13,12.097748046778069,-9.254512315449402,35.67129626924881
2021-04-14,11.516216189624842,-9.96203991537684,35.78526893310779
2021-04-15,10.90590015308601,-11.530818746403158,32.87178579333843
2021-04-16,11.388172832094016,-11.734885932808632,37.814383709354715
2021-04-17,14.261067688263179,-9.526428544466436,37.69156841302486
2021-04-18,12.015711740954384,-10.419023638436265,33.396581496001765
2021-04-19,12.109360472974979,-11.284956607772205,35.16153265214522
2021-04-20,11.808818553177254,-12.014920269231535,36.23122206319721
2021-04-21,11.286789140459025,-13.08554864710245,32.37436580469181
2021-04-22,10.739620828794381,-11.876479551010737,31.771763443502365
2021-04-23,11.228977422815323,-11.424184259909799,34.406145320174744
2021-04-24,13.981860473728714,-7.953297182099493,36.53728050572143
2021-04-25,11.89105634946001,-10.788134745388914,35.66627863120036
2021-04-26,12.014592208822311,-8.848233088003882,37.1481977010068
2021-04-27,11.765647962716198,-9.859466743844438,34.89998449739452
2021-04-28,11.307485917416718,-9.889130675770014,34.27219869787391
2021-04-29,10.82538159993375,-13.952325555777286,33.371890756868595
2021-04-30,11.32102956898704,-10.369760844778055,35.28424181218561
2021-05-01,13.950175251537416,-6.6452807065300314,38.57490460220891
2021-05-02,12.007081272407353,-11.054789093875534,34.633306475630675
2021-05-03,12.150409233510553,-11.069405954535302,35.7683073909208
