ds,yhat,yhat_lower,yhat_upper
2021-03-04,1.897880236859021,0.010604206303912575,3.836893948085979
2021-03-05,1.9732128655307193,0.0723634144341618,4.013367779317778
2021-03-06,2.079914123427987,-0.07734340056605478,3.923940375987301
2021-03-07,2.0208902245621294,0.17802075406157353,3.9490451609000763
2021-03-08,2.0655372871480324,0.08673312692856475,3.880664882328057
2021-03-09,2.089331213123503,0.23673490752040727,3.963722505286511
2021-03-10,1.8611082923000872,-0.10291269774171265,3.724504403753604
2021-03-11,1.8051736977499866,0.026220382375693133,3.6528585643613396
2021-03-12,1.8896800111692837,-0.08419670689770552,3.734895754034076
2021-03-13,2.006665387490646,0.13017724846472425,4.094975501448022
2021-03-14,1.9602939379247613,-0.025229456362266433,3.94185051303616
2021-03-15,2.017571892010881,-0.020760263944697398,3.9821472203913904
2021-03-16,2.054617017154667,0.14222576362375888,3.946206684211019
2021-03-17,1.8417271879971842,-0.07286250273181417,3.7476608753847196
2021-03-18,1.7995610032998755,-0.1749073427092896,3.5556741153120615
2021-03-19,1.8961717878006286,-0.02667120743143898,4.035062828896494
2021-03-20,2.024105093716018,0.1285309966897059,3.9774083832974223
2021-03-21,1.9887429201614644,0.034135343210285676,3.852348398563543
2021-03-22,2.0547195732113495,0.15608034395228065,3.779501595124238
2021-03-23,2.098870759544079,0.12266148675227766,3.882392318381731
2021-03-24,1.8930887345700012,0.15072316473307196,3.9559805452789716
2021-03-25,1.8545721569218987,-0.01530252213048202,3.7961812060725806
2021-03-26,1.9515112491067992,0.1030844843994116,3.8999324325202234
2021-03-27,2.077238987303896,0.19259092913095627,4.049301990762845
2021-03-28,2.0386723171553838,0.10916116667354069,3.9707593885588293
2021-03-29,2.0984198530964666,0.32313590235567924,4.056489492332971
2021-03-30,2.1344019699358756,0.13393398125869269,3.960862421244982
2021-03-31,1.920483260834336,0.04917205930632905,3.7920461140929107
2021-04-01,1.8707820097914505,-0.18002615415462886,3.7597818911913596
2021-04-02,1.9539967937841167,0.13017402809223422,3.91214970899201
2021-04-03,2.064601802878092,0.08064015896983141,3.8405777034586563
2021-04-04,2.011375907889163,0.14531143784115738,3.861493465783431
2021-04-05,2.0551937123002815,0.21672389189145153,4.046431403979643
2021-04-06,2.0753090407080084,0.08507214060699961,4.011443944754842
2021-04-07,1.8477581961996008,-0.15630006948940695,3.545231881602003
2021-04-08,1.7837238075606665,-0.17795024707346976,3.7442779542891493
2021-04-09,1.8524990399484045,-0.1131906986885972,3.6346626854066715
2021-04-10,1.9497247284499883,0.052785128376082256,3.832586216330712
2021-04-11,1.8860055622028553,0.17500603030789175,3.7116580013217995
2021-04-12,1.9203853579710004,-0.11009920904800456,3.752149856872497
2021-04-13,1.9332963990191514,0.2438781374292381,3.883532552206465
2021-04-14,1.7027374673071582,-0.3656393629474739,3.6583188883599234
2021-04-15,1.6366974590331427,-0.1402580571877158,3.5659973218808108
2021-04-16,1.7047638737083102,-0.2634908766514848,3.6829477216762285
2021-04-17,1.8034095308563483,-0.283177463775932,3.7471161751333826
2021-04-18,1.7447045339186165,-0.1614075703185044,3.603197362572755
2021-04-19,1.7854850920893137,-0.19659984190883936,3.5760090859475797
2021-04-20,1.806978451202364,-0.03690095963064983,3.868431804579891
2021-04-21,1.5887655978296424,-0.29393173052417293,3.4826502312734133
2021-04-22,1.535274432141485,-0.28926777091688916,3.4256584364723026
2021-04-23,1.616041955719895,-0.30170609785925945,3.599282635616424
2021-04-24,1.728059372674008,-0.15883459794652172,3.6673417590142825
2021-04-25,1.6845877821242206,-0.2535234460518864,3.5695294407138256
2021-04-26,1.7400274345154205,-0.045634949393757014,3.6575612311816688
2021-04-27,1.7762238971034046,-0.11256592151438126,3.7293118330910158
2021-04-28,1.5742196818225476,-0.4980605244491258,3.5996912846004707
2021-04-29,1.5348197274574318,-0.37477748414659146,3.2880479960614273
2021-04-30,1.627508470012022,-0.20611859891258968,3.530897587310728
2021-05-01,1.7498529182630933,-0.14348171545832591,3.5940356775298024
2021-05-02,1.716420088708845,-0.20300620468209626,3.4874953377722586
2021-05-03,1.7793431944789604,-0.042825807942558476,3.5802651131846037
2021-05-04,1.8213041291129703,-0.09944375514471968,3.674920324141087
2021-05-05,1.625067826895023,-0.38244774373915713,3.544781307375244
2021-05-06,1.5881127616110942,-0.43564466276785063,3.433897213152151
2021-05-07,1.6801947082453381,-0.15836950309845396,3.653129724409244
2021-05-08,1.7997989297368235,-0.10742301949437966,3.581513943816422
2021-05-09,1.7631500630519805,-0.05289584246628704,3.6408494737788364
2021-05-10,1.8204657756687774,-0.04471504517673551,3.7939846409772304
2021-05-11,1.8556061869381084,-0.029822642384128868,3.6815694969181254
2021-05-12,1.6533819188569736,-0.16901183223406072,3.693803598425706
2021-05-13,1.608241151891466,-0.29589163474805763,3.54059835603735
2021-05-14,1.6904724274865346,-0.1451554799509319,3.6137585260704395
2021-05-15,1.799699307624638,0.023419818418407068,3.8357849975497906
2021-05-16,1.7539772598054513,-0.016191274389590653,3.598600639279707
2021-05-17,1.8017306555460793,-0.09284269777749975,3.6842799612767307
2021-05-18,1.8280664334601966,-0.09428804238203953,3.7616355456159125
2021-05-19,1.6198546373030702,-0.4683255681606999,3.385059318060126
2021-05-20,1.5684723397358853,-0.4452817972427618,3.4978324756840333
2021-05-21,1.6446472899213045,-0.20827418036307146,3.4860287524628353
2021-05-22,1.7489982816795793,-0.14179998873132169,3.7371710450659967
2021-05-23,1.701223603509262,-0.16465992423323206,3.5168833589578226
2021-05-24,1.7477271381527555,-0.23750348232293256,3.7070661249739403
2021-05-25,1.7746030496608105,-0.11867678291702452,3.659982635917608
2021-05-26,1.5704964171857925,-0.29239894450521126,3.340207714564096
2021-05-27,1.523412242662527,-0.5533690703697559,3.3221181160288764
2021-05-28,1.604208532841346,-0.2660410726775323,3.5239007290585893
2021-05-29,1.7141910957788962,-0.0790083480557911,3.664250315305074
2021-05-30,1.674402161164265,-0.3896530148540731,3.4527287183570667
2021-05-31,1.7289438317337569,-0.12841938758955437,3.650181081693768
2021-06-01,1.7646414623126434,-0.19523723270918497,3.7050988334461517
2021-06-02,1.5716912641880592,-0.3123322378179617,3.528729294928077
2021-06-03,1.5345402918553495,-0.3203451971321929,3.520961743637106
2021-06-04,1.6240337172745063,-0.2818276955321341,3.6131245897774047
2021-06-05,1.7420675507196488,-0.06652477995860613,3.7265459921157236
2021-06-06,1.710979577684621,-0.2598038787459608,3.676936071259695
2021-06-07,1.772570909522925,-0.10200450994059841,3.6349548911489364
2021-06-08,1.8144473937017915,-0.09022558532051689,3.640542839768881
2021-06-09,1.6284521506027554,-0.14382581437726727,3.5159364961187163
2021-06-10,1.595613193380052,-0.33096714908249314,3.4754575379733943
2021-06-11,1.6869403470009798,-0.2711176537077767,3.536172547796285
2021-06-12,1.8051302842385109,-0.18226959436280818,3.7449117449378457
2021-06-13,1.7740532772243187,-0.12964349981300805,3.6298134753623197
2021-06-14,1.8334656460242469,-0.0011493949910440773,3.971160591051615
2021-06-15,1.8720215115507008,0.0884321600932962,3.8168173837960553
2021-06-16,1.683482313612017,-0.2124733524461766,3.650907288701162
2021-06-17,1.6457240808499622,-0.3622013638428219,3.607697198434764
2021-06-18,1.7301762099407694,-0.17605779308276245,3.6825702105459204
2021-06-19,1.8405714537426157,0.009913233179493726,3.74707279684455
2021-06-20,1.8025217559701934,-0.1110144290268468,3.753377278548583
2021-06-21,1.8539156882084729,-0.05894779351865606,3.7663305849247677
2021-06-22,1.88459562389604,0.15314972323141937,3.7318125279871266
2021-06-23,1.6903404406147264,-0.1125378230677255,3.7312851351060488
2021-06-24,1.6459298713187924,-0.21545564280774684,3.566060710717889
2021-06-25,1.7232238709260006,-0.17967400697343974,3.611923868899722
2021-06-26,1.826957610103627,-0.14313901115747096,3.6919080626723866
2021-06-27,1.7844077647205865,-0.21099490252914738,3.6601111944158693
2021-06-28,1.8314775851468776,-0.07044137259795338,3.8346701320918233
2021-06-29,1.8590433249701273,-0.1070663936732693,3.702475980673357
